Idade,Sexo,Raça,Estado civil,Educação,Emprego,Salario,Quantos livros você leu nos últimos 12 meses?,Leu algum livro físico nos últimos 12 meses?,Leu algum audiolivro nos últimos 12 meses?,Leu algum e-book nos últimos 12 meses?,"No último livro que você leu, você…",Você costuma ler notícias ou jornais diariamente?,Você costuma ler revistas?,Categoria de Idade,Frequência de Leitura
66,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
66,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
66,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
65,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
65,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
65,Masculino,Branca,Solteiro,Ensino médio incompleto,Aposentado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
65,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
65,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
65,Feminino,Branca,Casado,Ensino médio incompleto,Desempregado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
65,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
65,Feminino,Branca,Casado,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
65,Masculino,Branca,Casado,Ensino médio completo,Desempregado,"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
64,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
64,Masculino,Branca,Casado,Ensino superior completo,Aposentado,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
64,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
63,Masculino,Branca,Viúvo,Ensino médio completo,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
63,Masculino,Branca,Casado,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
63,Masculino,Branca,Viúvo,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
63,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
63,Feminino,Branca,Solteiro,Ensino técnico,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
63,Feminino,Branca,Casado,Ensino técnico,Empregado (Integral),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
62,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
62,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
62,Masculino,Branca,Viúvo,Não Informado,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
61,Feminino,Branca,Casado,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
61,Masculino,Branca,Divorciado,Não Informado,Aposentado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
61,Masculino,Branca,Casado,Ensino técnico,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
61,Masculino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
61,Masculino,Branca,Casado,Ensino médio incompleto,Empregado (Integral),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
61,Feminino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
61,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
60,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
60,Masculino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
60,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
60,Masculino,Branca,Casado,Ensino médio completo,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
60,Feminino,Branca,Divorciado,Ensino médio completo,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
60,Masculino,Branca,Casado,Ensino técnico,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
60,Masculino,Branca,Casado,Ensino médio incompleto,Empregado (Meio Período),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
59,Masculino,Branca,Casado,Ensino médio completo,Desabilitado,"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
59,Masculino,Branca,Casado,Ensino médio completo,Desabilitado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
59,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
59,Masculino,Branca,Casado,Ensino superior completo,Empregado (Meio Período),"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
58,Masculino,Branca,Divorciado,Ensino médio incompleto,Empregado (Integral),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
58,Masculino,Branca,Casado,Não Informado,Empregado (Integral),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
58,Feminino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
58,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
58,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
57,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
57,Masculino,Branca,Divorciado,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
57,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
57,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
57,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
57,Masculino,Branca,Viúvo,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
57,Masculino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
56,Feminino,Branca,Casado,Ensino médio incompleto,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
56,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
56,Feminino,Branca,Casado,Ensino médio incompleto,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
56,Masculino,Branca,Divorciado,Ensino médio incompleto,Desabilitado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
55,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
55,Masculino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
55,Masculino,Branca,Outros,Não Informado,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
55,Feminino,Branca,Viúvo,Ensino médio completo,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
55,Feminino,Branca,Outros,Ensino médio completo,Empregado (Meio Período),"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
55,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
54,Masculino,Branca,Solteiro,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
54,Masculino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
54,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
54,Masculino,Branca,Divorciado,Ensino superior completo,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
54,Feminino,Branca,Casado,Ensino médio completo,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
54,Masculino,Branca,Solteiro,Ensino médio incompleto,Outro,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
53,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
53,Masculino,Branca,Solteiro,Pós-graduação,Aposentado,"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
53,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
53,Masculino,Branca,Casado,Ensino médio completo,Autônomo,"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
53,Feminino,Branca,Divorciado,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
53,Feminino,Branca,Solteiro,Não Informado,Empregado (Meio Período),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
53,Masculino,Branca,Casado,Ensino médio completo,Autônomo,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
53,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
52,Feminino,Branca,Divorciado,Ensino médio completo,Empregado (Meio Período),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
52,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
52,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
52,Feminino,Branca,Casado,Não Informado,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
52,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
50,Feminino,Branca,Outros,Ensino médio completo,Desabilitado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
50,Feminino,Branca,Casado,Ensino médio completo,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
50,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
50,Feminino,Branca,Solteiro,Não Informado,Desempregado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
50,Masculino,Branca,Casado,Ensino médio completo,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
50,Feminino,Branca,Casado,Ensino médio completo,Autônomo,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
50,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
50,Feminino,Branca,Casado,Ensino médio completo,Autônomo,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
50,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
49,Feminino,Branca,Viúvo,Ensino médio incompleto,Empregado (Meio Período),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
49,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
49,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
48,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
48,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
48,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
48,Masculino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
47,Masculino,Branca,Solteiro,Ensino técnico,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
